Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Loan_to_Annual_Income,Customer_Sentiment,State,Occupation
Male,Yes,0,Graduate,Self-Employed,45999,38401,5933045,240,1,Urban,34,Approved,731,1012800,0.0,Home,0,1,0,1,2722989,No,Friend,37686,Private,MUM-002,Yes,Yes,5.858,Positive,Delhi,Software Engineer
Male,No,1,Not Graduate,Self-Employed,109092,0,375452,24,1,Rural,26,Approved,774,1309104,0.222,Personal,24171,0,0,0,4485629,No,Parent,50259,Startup,HYD-005,Yes,Yes,0.287,Neutral,Uttar Pradesh,IT Consultant
Male,Yes,0,Graduate,Self-Employed,134441,0,196042,36,1,Semiurban,32,Approved,663,1613292,0.0,Personal,0,1,0,3,4508398,No,Unknown,59698,MNC,DEL-001,Yes,No,0.122,Neutral,Maharashtra,Factory Worker
Male,No,2,Graduate,Salaried,53719,0,265748,24,1,Semiurban,38,Approved,838,644628,0.801,Renovation,43022,0,0,6,1745672,No,Friend,25753,Government,MUM-002,Yes,No,0.412,Positive,Delhi,Small Business Owner
Male,Yes,0,Not Graduate,Salaried,95823,51850,450841,12,0,Rural,36,Approved,542,1772076,0.246,Renovation,36364,1,1,2,5098881,Yes,Unknown,72817,Public,DEL-001,Yes,Yes,0.254,Neutral,West Bengal,Marketing Executive
Female,No,1,Graduate,Salaried,26394,0,910746,180,1,Semiurban,45,Approved,689,316728,0.0,Business,0,2,0,6,143188,No,Unknown,13046,MNC,CHN-007,No,Yes,2.875,Positive,Uttar Pradesh,Farmer
Female,No,2,Not Graduate,Salaried,34732,0,10026620,180,0,Urban,32,Rejected,491,416784,0.0,Home,0,0,0,0,1612759,No,Company,11587,Startup,CHN-007,No,Yes,24.057,Neutral,Uttar Pradesh,IT Consultant
Female,Yes,2,Graduate,Retired,12269,8135,338991,24,1,Rural,28,Approved,750,244848,0.0,Renovation,0,0,0,0,1619439,No,Friend,15424,Public,CHN-007,Yes,Yes,1.384,Negative,Maharashtra,Marketing Executive
Male,No,0,Graduate,Retired,6155,3100,1752610,240,1,Urban,30,Rejected,676,111060,1.706,Business,15792,0,0,0,539591,No,Unknown,5892,Startup,BLR-003,Yes,Yes,15.781,Positive,Punjab,Factory Worker
Female,Yes,2,Graduate,Salaried,53006,11935,2667866,180,0,Semiurban,29,Approved,532,779292,0.227,Business,14769,0,0,8,1913912,No,Spouse,24836,Public,MUM-002,Yes,Yes,3.423,Neutral,West Bengal,Shopkeeper
Male,No,2,Graduate,Salaried,94275,0,979574,300,1,Semiurban,40,Approved,670,1131300,0.117,Home,11013,2,0,1,3959827,No,Company,37202,Public,PUNE-006,Yes,Yes,0.866,Neutral,Karnataka,Shopkeeper
Male,No,0,Not Graduate,Retired,21150,0,994097,240,1,Rural,35,Approved,703,253800,1.907,Business,40326,0,0,3,1231633,No,Spouse,10450,Startup,MUM-002,Yes,Yes,3.917,Neutral,Uttar Pradesh,Driver
Male,Yes,3,Graduate,Salaried,98157,0,5768,60,1,Urban,45,Approved,677,1177884,0.419,Auto,41117,0,0,2,4246477,Yes,Spouse,50042,Public,HYD-005,Yes,Yes,0.005,Neutral,Maharashtra,Civil Engineer
Male,No,0,Not Graduate,Self-Employed,34929,26627,102316,36,1,Rural,27,Approved,638,738672,0.384,Auto,23620,1,0,1,2494453,No,Unknown,27082,Government,KOL-004,Yes,Yes,0.139,Negative,Delhi,Software Engineer
Male,Yes,2,Graduate,Unemployed,18182,0,3776818,240,1,Semiurban,40,Rejected,732,218184,0.483,Home,8775,1,0,0,1461069,No,Parent,5886,Government,HYD-005,Yes,Yes,17.31,Positive,Maharashtra,Marketing Executive
Male,Yes,0,Graduate,Self-Employed,56676,0,4894153,300,1,Rural,35,Approved,647,680112,0.0,Home,0,2,0,0,2363788,No,Spouse,22081,MNC,PUNE-006,Yes,Yes,7.196,Positive,Punjab,Nurse
Female,No,3,Not Graduate,Salaried,45176,0,43842,36,1,Semiurban,37,Approved,636,542112,0.0,Renovation,0,0,0,5,1049656,No,Parent,22585,Government,PUNE-006,Yes,Yes,0.081,Neutral,Uttar Pradesh,Teacher
Female,Yes,0,Not Graduate,Salaried,79902,0,467709,36,0,Semiurban,36,Approved,568,958824,0.765,Medical,61118,2,0,1,3449562,No,Unknown,42324,Startup,DEL-001,Yes,Yes,0.488,Negative,Kerala,Electrician
Male,No,1,Graduate,Salaried,61141,0,6152578,360,1,Urban,34,Rejected,643,733692,0.509,Home,31149,0,0,1,2677797,No,Sibling,28055,MNC,CHN-007,Yes,Yes,8.386,Positive,Karnataka,IT Consultant
Male,Yes,1,Graduate,Salaried,89800,0,182452,36,0,Urban,24,Approved,618,1077600,0.222,Renovation,19918,2,1,3,3940220,Yes,Parent,36039,Private,MUM-002,Yes,Yes,0.169,Negative,Telangana,Factory Worker
Male,Yes,0,Graduate,Self-Employed,116528,14601,6932160,240,0,Semiurban,37,Rejected,488,1573548,0.157,Home,20645,0,2,9,4867058,No,Parent,49605,MNC,BLR-003,Yes,Yes,4.405,Neutral,Uttar Pradesh,Marketing Executive
Male,No,1,Graduate,Self-Employed,3000,0,1400685,240,1,Semiurban,34,Approved,688,36000,3.184,Business,9551,0,0,13,493416,Yes,Spouse,2577,Government,CHN-007,Yes,Yes,38.908,Negative,Kerala,Chartered Accountant
Female,No,0,Graduate,Salaried,75390,0,874983,60,1,Rural,24,Approved,637,904680,0.624,Auto,47011,0,0,3,2542372,No,Unknown,39636,Public,BLR-003,Yes,Yes,0.967,Positive,West Bengal,Small Business Owner
Female,Yes,2,Graduate,Salaried,55631,38073,2808069,240,1,Rural,28,Approved,688,1124448,0.07,Home,6535,1,0,2,3648782,Yes,Unknown,38719,Startup,CHN-007,Yes,Yes,2.497,Negative,Punjab,Factory Worker
Male,Yes,1,Graduate,Self-Employed,80164,71724,29499,36,0,Urban,30,Approved,599,1822656,0.0,Auto,0,0,0,0,5658381,No,Unknown,75063,Public,PUNE-006,Yes,Yes,0.016,Negative,Tamil Nadu,Small Business Owner
Male,Yes,2,Not Graduate,Salaried,75547,0,510894,60,1,Rural,42,Approved,627,906564,0.378,Education,28554,0,0,7,2547456,No,Spouse,31426,Private,DEL-001,Yes,Yes,0.564,Neutral,Telangana,Government Officer
Male,Yes,2,Not Graduate,Salaried,92795,0,3063344,300,1,Urban,32,Approved,757,1113540,0.263,Home,24427,0,0,0,4915444,No,Sibling,47285,Government,PUNE-006,Yes,No,2.751,Positive,Gujarat,Customer Support Executive
Male,No,0,Graduate,Salaried,19389,0,331376,24,1,Rural,25,Rejected,666,232668,1.697,Renovation,32898,1,0,1,1349302,No,Friend,5528,MNC,PUNE-006,Yes,Yes,1.424,Negative,Maharashtra,Farmer
Male,Yes,0,Graduate,Self-Employed,59767,52224,4330922,360,1,Semiurban,32,Approved,710,1343892,0.184,Home,20640,0,0,1,4854791,No,Spouse,50278,Private,CHN-007,Yes,Yes,3.223,Positive,Tamil Nadu,Government Officer
Female,No,0,Graduate,Unemployed,7866,0,1806044,180,1,Semiurban,28,Rejected,703,94392,3.187,Business,25069,1,0,2,743110,No,Unknown,7866,Government,DEL-001,Yes,No,19.133,Neutral,Uttar Pradesh,Farmer
Male,No,0,Graduate,Salaried,62859,0,1960415,360,1,Semiurban,37,Approved,641,754308,0.194,Business,12209,0,0,0,2769624,No,Friend,26469,Government,CHN-007,No,Yes,2.599,Negative,Tamil Nadu,Teacher
Male,No,0,Graduate,Self-Employed,50746,29407,238550,60,1,Semiurban,46,Approved,612,961836,0.529,Medical,42381,1,0,1,2578436,No,Spouse,31709,MNC,KOL-004,Yes,Yes,0.248,Neutral,Gujarat,Government Officer
Male,Yes,1,Graduate,Self-Employed,69245,0,2659802,300,0,Urban,29,Approved,582,830940,0.172,Home,11891,1,0,2,2990742,No,Parent,31016,Public,KOL-004,Yes,Yes,3.201,Negative,Uttar Pradesh,IT Consultant
Male,No,1,Not Graduate,Salaried,56495,0,625394,36,1,Urban,66,Approved,695,677940,0.645,Auto,36433,1,0,11,1443931,No,Unknown,15952,Public,KOL-004,No,Yes,0.922,Negative,Delhi,Software Engineer
Male,Yes,1,Not Graduate,Unemployed,5737,0,4849803,300,1,Semiurban,25,Rejected,627,68844,2.367,Home,13581,1,0,0,114761,No,Parent,2006,Public,CHN-007,Yes,Yes,70.446,Neutral,Karnataka,Teacher
Female,Yes,2,Graduate,Salaried,66708,0,374775,12,1,Urban,36,Approved,732,800496,0.648,Renovation,43238,1,0,3,2454819,No,Friend,30414,MNC,CHN-007,No,Yes,0.468,Neutral,Tamil Nadu,Factory Worker
Male,Yes,0,Graduate,Retired,35458,0,3957425,300,0,Rural,48,Approved,589,425496,0.165,Home,5861,0,0,2,1105941,No,Friend,21065,Startup,HYD-005,Yes,No,9.301,Positive,Telangana,Shopkeeper
Female,Yes,0,Graduate,Self-Employed,54718,0,8961197,300,0,Rural,40,Rejected,529,656616,0.0,Home,0,1,0,2,1791906,No,Sibling,28789,Private,CHN-007,Yes,Yes,13.648,Negative,Karnataka,Nurse
Male,Yes,0,Graduate,Salaried,42178,0,2663585,360,1,Urban,20,Approved,755,506136,0.399,Home,16842,1,0,7,638305,No,Sibling,22233,Public,CHN-007,Yes,Yes,5.263,Negative,Gujarat,Customer Support Executive
Female,No,1,Not Graduate,Salaried,51609,36593,936890,36,0,Rural,28,Rejected,579,1058424,0.313,Auto,27624,0,0,8,2934883,No,Parent,45690,Government,PUNE-006,Yes,No,0.885,Negative,Kerala,Electrician
Male,No,0,Graduate,Self-Employed,17143,13432,1324777,48,0,Semiurban,39,Rejected,530,366900,0.305,Auto,9326,1,0,0,1319191,No,Unknown,17764,Private,PUNE-006,Yes,No,3.611,Positive,Maharashtra,Medical Representative
Female,Yes,1,Graduate,Salaried,5000,0,219509,60,1,Rural,30,Approved,735,60000,0.0,Auto,0,3,0,3,314526,Yes,Parent,2000,Private,MUM-002,Yes,Yes,3.658,Negative,West Bengal,Customer Support Executive
Male,Yes,0,Graduate,Salaried,32611,0,4829102,300,0,Urban,46,Rejected,539,391332,0.789,Home,25727,2,0,1,684369,No,Spouse,14619,Public,HYD-005,No,No,12.34,Negative,West Bengal,Marketing Executive
Male,Yes,0,Graduate,Self-Employed,3000,3686,5327522,360,1,Urban,25,Rejected,617,80232,3.727,Home,24916,1,0,2,117236,No,Company,2000,Public,KOL-004,Yes,Yes,66.401,Negative,Tamil Nadu,Driver
Male,No,0,Graduate,Unemployed,0,0,6829828,300,1,Semiurban,28,Rejected,755,0,24814.0,Home,24814,2,0,4,0,No,Unknown,0,Private,BLR-003,Yes,Yes,100.0,Neutral,Punjab,Shopkeeper
Male,Yes,0,Graduate,Salaried,32249,12537,1776475,240,1,Urban,25,Approved,704,537432,0.0,Business,0,1,0,3,980000,No,Spouse,31112,Public,MUM-002,No,Yes,3.305,Neutral,Kerala,Marketing Executive
Other,Yes,2,Graduate,Salaried,25914,10895,3781668,300,0,Semiurban,40,Rejected,640,441708,0.0,Home,0,1,1,3,2030470,No,Parent,15015,Public,CHN-007,Yes,No,8.561,Neutral,Tamil Nadu,Marketing Executive
Female,Yes,0,Graduate,Self-Employed,18251,17732,444990,60,1,Urban,39,Approved,721,431796,0.099,Education,3570,1,0,6,1347098,No,Friend,16909,Government,PUNE-006,Yes,Yes,1.031,Negative,Tamil Nadu,Teacher
Female,Yes,0,Graduate,Self-Employed,69783,0,30428,36,1,Urban,39,Approved,661,837396,0.0,Renovation,0,3,0,0,3093784,No,Spouse,31051,Public,MUM-002,Yes,Yes,0.036,Negative,Karnataka,Shopkeeper
Male,Yes,0,Graduate,Unemployed,2214,1653,140856,36,0,Semiurban,30,Rejected,560,46404,12.912,Renovation,49929,2,0,3,363158,No,Unknown,3867,MNC,PUNE-006,Yes,Yes,3.035,Neutral,Maharashtra,Customer Support Executive
Female,Yes,0,Not Graduate,Salaried,92230,0,424989,36,1,Urban,27,Approved,627,1106760,0.448,Education,41358,1,0,7,2900089,No,Unknown,38510,Startup,CHN-007,Yes,Yes,0.384,Positive,Kerala,Nurse
Male,Yes,2,Not Graduate,Salaried,40030,8909,9148298,240,0,Urban,31,Rejected,584,587268,0.412,Home,20151,2,0,2,972349,No,Unknown,20275,Private,KOL-004,Yes,Yes,15.578,Negative,Delhi,Farmer
Male,Yes,0,Graduate,Salaried,48033,0,479910,60,1,Urban,33,Approved,632,576396,0.082,Auto,3946,1,0,8,2099250,No,Friend,20981,Public,BLR-003,Yes,Yes,0.833,Negative,Delhi,IT Consultant
Female,Yes,3,Not Graduate,Salaried,40677,34003,8649337,300,1,Urban,33,Approved,762,896160,0.0,Home,0,1,0,0,2221060,No,Spouse,33261,Startup,BLR-003,Yes,Yes,9.652,Negative,Delhi,Delivery Partner
Male,No,0,Graduate,Self-Employed,26860,0,697228,60,1,Rural,31,Approved,779,322320,0.615,Auto,16527,0,0,0,1264309,No,Friend,12510,Private,BLR-003,No,Yes,2.163,Positive,Punjab,Chartered Accountant
Male,Yes,1,Not Graduate,Self-Employed,69020,0,275911,36,1,Urban,38,Approved,656,828240,0.23,Personal,15881,1,0,0,2113283,No,Spouse,25114,Private,BLR-003,Yes,Yes,0.333,Positive,Uttar Pradesh,Small Business Owner
Male,Yes,0,Graduate,Self-Employed,66993,0,207047,60,1,Semiurban,38,Approved,685,803916,0.402,Renovation,26919,0,0,4,2747383,No,Sibling,33876,Private,BLR-003,Yes,Yes,0.258,Positive,Karnataka,Chartered Accountant
Male,Yes,0,Graduate,Salaried,13972,11575,9171930,360,1,Semiurban,39,Rejected,660,306564,0.955,Home,24400,1,0,3,731700,No,Sibling,8690,Government,DEL-001,Yes,Yes,29.918,Neutral,Karnataka,Driver
Male,Yes,0,Graduate,Self-Employed,55894,0,559160,180,0,Urban,36,Rejected,668,670728,0.554,Business,30970,1,2,0,2580411,No,Unknown,31035,Government,HYD-005,Yes,Yes,0.834,Positive,Tamil Nadu,Government Officer
Male,No,0,Not Graduate,Salaried,70195,0,784403,36,1,Rural,33,Approved,729,842340,0.423,Auto,29684,0,0,2,2514013,No,Spouse,37268,Public,DEL-001,Yes,Yes,0.931,Positive,Delhi,Small Business Owner
Male,Yes,1,Graduate,Unemployed,0,0,3416291,180,1,Rural,29,Approved,689,0,0.0,Home,0,0,0,2,1150110,Yes,Unknown,0,Private,KOL-004,Yes,Yes,100.0,Positive,Punjab,Teacher
Male,No,1,Not Graduate,Self-Employed,89759,0,5502850,300,1,Semiurban,36,Approved,677,1077108,0.458,Home,41096,1,0,0,2860370,Yes,Unknown,39931,Private,PUNE-006,No,Yes,5.109,Neutral,Uttar Pradesh,Marketing Executive
Female,No,1,Graduate,Salaried,59710,0,4045,360,1,Rural,32,Approved,659,716520,0.031,Home,1836,1,0,1,2040190,No,Sibling,29293,Private,BLR-003,Yes,Yes,0.006,Negative,Maharashtra,Government Officer
Male,Yes,1,Not Graduate,Salaried,64676,38975,3057905,180,1,Semiurban,34,Approved,635,1243812,0.336,Business,34852,0,0,0,3033717,Yes,Unknown,48916,Public,PUNE-006,Yes,Yes,2.458,Neutral,Telangana,IT Consultant
Male,No,1,Graduate,Salaried,63686,0,113088,36,1,Rural,48,Approved,633,764232,0.542,Personal,34500,2,0,0,2422233,No,Sibling,21111,Public,BLR-003,Yes,Yes,0.148,Positive,Gujarat,Delivery Partner
Male,Yes,0,Not Graduate,Salaried,46995,0,57952,60,1,Urban,41,Approved,633,563940,0.424,Renovation,19913,3,0,0,1802220,No,Sibling,22952,Private,MUM-002,No,Yes,0.103,Negative,Telangana,Chartered Accountant
Female,Yes,1,Graduate,Salaried,68940,0,132413,24,0,Urban,43,Rejected,607,827280,0.456,Personal,31453,0,2,0,3195344,No,Unknown,32880,MNC,HYD-005,Yes,Yes,0.16,Negative,Delhi,Small Business Owner
Male,No,1,Graduate,Salaried,62580,0,1845398,300,1,Semiurban,37,Approved,664,750960,0.0,Home,0,1,0,0,1706319,No,Spouse,34317,MNC,CHN-007,Yes,Yes,2.457,Positive,Maharashtra,Government Officer
Male,No,0,Graduate,Salaried,5000,920,2833582,240,1,Rural,24,Rejected,802,71040,5.855,Home,34661,0,0,3,740430,No,Parent,5920,Startup,DEL-001,Yes,Yes,39.887,Negative,Punjab,Shopkeeper
Female,Yes,0,Graduate,Salaried,51486,0,1098722,240,0,Semiurban,46,Rejected,518,617832,0.364,Business,18727,1,0,7,2313671,No,Sibling,15868,Government,BLR-003,Yes,Yes,1.778,Negative,Delhi,Marketing Executive
Female,No,0,Not Graduate,Salaried,75177,0,9375298,300,0,Urban,30,Approved,587,902124,0.221,Home,16627,2,0,0,3562727,No,Spouse,31263,Private,HYD-005,Yes,Yes,10.392,Negative,Maharashtra,Delivery Partner
Male,Yes,2,Graduate,Unemployed,16768,0,9661036,300,1,Rural,44,Approved,721,201216,0.141,Home,2361,1,0,0,96417,No,Parent,7879,Public,BLR-003,Yes,Yes,48.013,Neutral,Telangana,Factory Worker
Female,No,0,Not Graduate,Self-Employed,11552,2173,345386,48,1,Urban,40,Approved,725,164700,0.0,Renovation,0,0,0,1,1031047,No,Spouse,4312,MNC,PUNE-006,Yes,No,2.097,Neutral,Uttar Pradesh,Factory Worker
Male,No,1,Graduate,Salaried,58929,0,1041070,240,1,Urban,32,Approved,704,707148,0.977,Business,57553,0,0,2,961093,No,Unknown,25025,Private,KOL-004,No,Yes,1.472,Neutral,Punjab,Small Business Owner
Male,No,2,Not Graduate,Unemployed,2940,597,329481,36,1,Urban,30,Rejected,774,42444,8.842,Personal,31275,1,0,0,281199,No,Unknown,3537,Public,MUM-002,Yes,Yes,7.763,Negative,Gujarat,Customer Support Executive
Male,No,0,Graduate,Unemployed,2303,1508,44746,300,1,Urban,44,Approved,643,45732,4.116,Home,15687,2,0,0,190552,Yes,Friend,2000,Startup,PUNE-006,Yes,Yes,0.978,Negative,Delhi,Factory Worker
Male,Yes,0,Graduate,Unemployed,2428,0,253792,60,0,Semiurban,42,Rejected,506,29136,11.908,Auto,28913,0,2,1,0,No,Spouse,2428,Public,KOL-004,Yes,Yes,8.711,Positive,West Bengal,IT Consultant
Female,No,1,Graduate,Self-Employed,11317,0,2321391,180,0,Rural,38,Rejected,572,135804,4.821,Home,54557,2,0,0,604927,No,Unknown,7380,Startup,MUM-002,Yes,Yes,17.094,Neutral,Maharashtra,Marketing Executive
Male,Yes,1,Graduate,Salaried,53495,0,895399,48,1,Rural,29,Approved,645,641940,0.151,Auto,8091,1,0,0,1823213,Yes,Friend,22933,Private,HYD-005,Yes,No,1.395,Negative,Telangana,Customer Support Executive
Male,Yes,0,Graduate,Retired,8825,2204,1006657,240,1,Rural,49,Rejected,680,132348,3.485,Business,38435,0,0,0,754136,Yes,Spouse,11029,MNC,KOL-004,Yes,Yes,7.606,Neutral,West Bengal,Nurse
Male,Yes,0,Graduate,Self-Employed,8375,0,707374,24,1,Semiurban,37,Rejected,614,100500,1.261,Personal,10564,1,0,1,630533,No,Unknown,2000,Startup,DEL-001,Yes,No,7.039,Negative,West Bengal,Nurse
Female,Yes,1,Graduate,Salaried,58108,0,1891012,360,1,Urban,41,Approved,644,697296,0.237,Home,13756,0,0,0,1495200,No,Friend,16982,Government,PUNE-006,Yes,Yes,2.712,Neutral,Maharashtra,Software Engineer
Female,No,1,Not Graduate,Salaried,38787,0,1366861,48,1,Urban,29,Approved,712,465444,0.367,Auto,14242,0,0,1,444472,Yes,Friend,25072,MNC,BLR-003,Yes,Yes,2.937,Negative,Gujarat,Chartered Accountant
Male,Yes,3,Graduate,Self-Employed,59440,82881,1738913,240,0,Rural,29,Approved,572,1707852,0.298,Business,42397,0,0,9,4581961,Yes,Friend,72134,Startup,BLR-003,Yes,Yes,1.018,Positive,Uttar Pradesh,Delivery Partner
Male,Yes,0,Not Graduate,Salaried,43457,0,1993854,240,1,Semiurban,33,Approved,741,521484,0.0,Business,0,1,0,4,1886729,No,Sibling,17120,MNC,CHN-007,Yes,Yes,3.823,Positive,Gujarat,Farmer
Male,Yes,1,Not Graduate,Salaried,56701,0,1298544,60,0,Semiurban,25,Approved,591,680412,0.0,Auto,0,1,0,3,1548048,Yes,Unknown,21046,MNC,MUM-002,Yes,No,1.908,Neutral,West Bengal,Medical Representative
Female,No,0,Graduate,Self-Employed,23250,18745,9865621,300,1,Semiurban,33,Approved,632,503940,0.11,Home,4603,0,0,0,1587589,No,Unknown,24673,Startup,MUM-002,Yes,Yes,19.577,Neutral,Uttar Pradesh,IT Consultant
Male,No,0,Not Graduate,Unemployed,7918,0,912696,60,1,Semiurban,38,Rejected,688,95016,0.597,Auto,4724,0,0,2,0,No,Parent,7079,Startup,HYD-005,Yes,Yes,9.606,Neutral,Kerala,Government Officer
Female,No,1,Graduate,Salaried,10938,3995,2746498,300,1,Semiurban,51,Approved,639,179196,0.0,Home,0,0,0,2,1563375,No,Parent,2458,Startup,DEL-001,No,Yes,15.327,Neutral,Karnataka,Civil Engineer
Male,No,0,Not Graduate,Salaried,25869,11902,523308,180,0,Rural,43,Approved,548,453252,0.643,Business,24282,1,0,3,1273282,No,Sibling,17569,MNC,DEL-001,Yes,No,1.155,Negative,West Bengal,Teacher
Male,Yes,1,Not Graduate,Salaried,22605,15371,386597,36,0,Rural,42,Approved,575,455712,0.117,Education,4445,0,0,7,1289501,No,Spouse,15058,Public,KOL-004,Yes,Yes,0.848,Neutral,Maharashtra,Delivery Partner
Female,No,0,Graduate,Salaried,84962,110687,736319,36,1,Urban,31,Approved,743,2347788,0.211,Auto,41189,1,0,7,5909487,No,Unknown,88170,Startup,CHN-007,Yes,Yes,0.314,Negative,Tamil Nadu,Bank Officer
Other,No,0,Not Graduate,Salaried,51616,0,2677190,180,1,Rural,55,Approved,648,619392,0.204,Home,10526,3,0,7,1784860,Yes,Sibling,28550,Public,DEL-001,Yes,Yes,4.322,Negative,Maharashtra,Small Business Owner
Male,Yes,1,Graduate,Self-Employed,70615,61592,476551,60,1,Semiurban,33,Approved,737,1586484,0.43,Personal,56866,0,0,7,4863446,No,Spouse,56351,Startup,HYD-005,Yes,Yes,0.3,Positive,Punjab,Chartered Accountant
Male,No,0,Graduate,Salaried,50217,0,1054184,72,1,Rural,44,Approved,687,602604,0.0,Auto,0,0,0,0,2323429,No,Spouse,26508,MNC,MUM-002,Yes,No,1.749,Negative,Telangana,Nurse
Male,Yes,0,Graduate,Unemployed,0,0,5924575,300,1,Rural,31,Approved,709,0,0.0,Home,0,0,0,4,0,No,Parent,0,MNC,BLR-003,Yes,Yes,100.0,Neutral,Kerala,IT Consultant
Male,Yes,0,Graduate,Salaried,34926,9509,631694,48,1,Rural,28,Approved,663,533220,0.573,Education,25479,0,0,9,1510981,No,Spouse,20963,Public,BLR-003,Yes,Yes,1.185,Neutral,Telangana,Shopkeeper
Male,Yes,0,Not Graduate,Self-Employed,100864,0,9750951,300,1,Urban,21,Approved,654,1210368,0.231,Home,23298,3,0,5,4007035,Yes,Sibling,46322,MNC,CHN-007,Yes,Yes,8.056,Positive,Punjab,Marketing Executive
Female,Yes,0,Graduate,Salaried,50038,75654,8015477,300,1,Urban,34,Approved,798,1508304,0.111,Home,13943,1,0,0,4196682,No,Parent,57703,MNC,CHN-007,Yes,Yes,5.314,Positive,West Bengal,Bank Officer
Female,No,0,Graduate,Salaried,77437,0,65613,36,0,Urban,25,Approved,571,929244,0.114,Personal,8829,2,0,3,2593986,No,Parent,38409,Startup,MUM-002,Yes,Yes,0.071,Negative,Tamil Nadu,Small Business Owner
Male,Yes,2,Graduate,Unemployed,11152,4450,1979239,360,0,Semiurban,25,Rejected,507,187224,1.442,Business,22496,1,0,0,1065907,No,Parent,13522,Private,KOL-004,Yes,Yes,10.572,Negative,Uttar Pradesh,Customer Support Executive
Male,Yes,1,Graduate,Salaried,120034,0,470846,36,1,Semiurban,26,Approved,685,1440408,0.165,Education,19794,3,0,2,4164993,No,Sibling,48376,MNC,MUM-002,Yes,Yes,0.327,Neutral,West Bengal,Electrician
Male,No,0,Graduate,Salaried,45933,0,367716,60,1,Rural,39,Approved,612,551196,0.821,Personal,37692,1,0,4,1744478,Yes,Unknown,22141,MNC,MUM-002,Yes,Yes,0.667,Negative,Delhi,Shopkeeper
Male,No,0,Not Graduate,Salaried,34788,0,3871288,180,1,Semiurban,21,Rejected,638,417456,0.475,Home,16510,1,0,0,542059,No,Sibling,8017,Private,HYD-005,Yes,No,9.274,Neutral,Delhi,Software Engineer
Female,No,0,Graduate,Salaried,99088,72736,256117,24,1,Rural,41,Approved,770,2061888,0.115,Personal,19698,1,0,0,5742344,No,Spouse,77773,Government,KOL-004,Yes,Yes,0.124,Positive,Kerala,Customer Support Executive
Male,Yes,0,Graduate,Salaried,54139,0,6285569,360,0,Rural,41,Rejected,552,649668,0.215,Home,11650,2,2,12,2099790,No,Parent,23068,Public,MUM-002,Yes,No,9.675,Positive,Gujarat,Driver
Female,No,0,Graduate,Self-Employed,3000,0,634498,12,0,Rural,34,Rejected,589,36000,14.195,Medical,42586,0,0,1,672301,No,Spouse,3000,Government,KOL-004,Yes,Yes,17.625,Neutral,Maharashtra,Bank Officer
Female,No,1,Graduate,Retired,50257,0,57427,48,0,Urban,40,Approved,636,603084,0.27,Personal,13587,0,1,0,1966229,No,Parent,19237,Public,BLR-003,Yes,Yes,0.095,Positive,Delhi,Marketing Executive
Female,Yes,0,Graduate,Unemployed,1710,1003,386313,120,1,Rural,46,Rejected,646,32556,3.264,Business,8856,0,0,0,260410,No,Parent,2713,Public,KOL-004,No,Yes,11.866,Neutral,Punjab,Civil Engineer
Female,Yes,0,Graduate,Salaried,81288,0,64342,24,1,Rural,55,Approved,669,975456,0.075,Personal,6115,0,0,0,2934067,No,Parent,42309,MNC,KOL-004,Yes,Yes,0.066,Neutral,Delhi,Medical Representative
Male,Yes,0,Graduate,Salaried,8706,6125,1982926,120,1,Urban,21,Rejected,785,177972,2.693,Business,39936,1,0,0,445761,No,Parent,2781,MNC,CHN-007,Yes,No,11.142,Neutral,Kerala,Civil Engineer
Female,Yes,1,Graduate,Unemployed,209,63,499926,24,1,Urban,29,Rejected,622,3264,119.596,Renovation,32530,1,0,0,675291,No,Spouse,272,Government,BLR-003,No,No,153.164,Neutral,Karnataka,Small Business Owner
Female,Yes,0,Not Graduate,Retired,16763,6071,2512038,360,1,Rural,43,Rejected,626,274008,1.175,Home,26831,1,0,3,718443,No,Spouse,16086,Government,MUM-002,Yes,Yes,9.168,Negative,Tamil Nadu,Factory Worker
Male,Yes,0,Not Graduate,Salaried,42106,0,4931102,360,1,Semiurban,47,Approved,761,505272,0.332,Home,13998,0,0,4,1661341,No,Unknown,12348,Startup,DEL-001,Yes,No,9.759,Negative,Punjab,Chartered Accountant
Female,Yes,0,Graduate,Self-Employed,3000,0,254919,180,1,Semiurban,31,Rejected,657,36000,8.128,Business,24385,3,0,1,0,No,Parent,2000,Government,MUM-002,Yes,Yes,7.081,Positive,Maharashtra,Small Business Owner
